species	compartment	IC_Xinitialized	HGNC	Annotation	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15
pFFrFFrint_G2_SOS_RasD	Cytoplasm	1.16078656984622E-35	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pFFrFrint_G2_SOS_RasD	Cytoplasm	2.63481965361724E-20	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pIIrIr_int_IRS_G2_SOS_RasD	Cytoplasm	5.17578338384853E-23	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pINS_Isr_Isr_int_IRS_G2_SOS_RasD	Cytoplasm	1.38077725912726E-20	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pIIrIrI_int_IRS_G2_SOS_RasD	Cytoplasm	6.120983525801E-42	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pINS_Isr_Isr_INS_int_IRS_G2_SOS_RasD	Cytoplasm	6.35870137193978E-38	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1E2_G2_SOS_RasD	Cytoplasm	1.3390984348586E-18	EGF, EGFR, ERBB2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pEE1Ev3_G2_SOS_RasD	Cytoplasm	5.47828059250361E-30	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1E1_G2_SOS_RasD	Cytoplasm	3.69788624541574E-18	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1EE1_G2_SOS_RasD	Cytoplasm	8.66513496337125E-36	EGF, EGFR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1E3_G2_SOS_RasD	Cytoplasm	5.39734911221046E-19	EGF, EGFR, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pEE1HE3_G2_SOS_RasD	Cytoplasm	2.80136052071619E-34	EGF, EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pEE1E4_G2_SOS_RasD	Cytoplasm	8.89362852944104E-47	EGF, EGFR, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pEE1HE4_G2_SOS_RasD	Cytoplasm	9.58751032857638E-62	EGF, EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pE2HE3_G2_SOS_RasD	Cytoplasm	3.27835694191836E-18	ERBB2, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE3Ev3_G2_SOS_RasD	Cytoplasm	4.98440644973501E-29	NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pE1HE3_G2_SOS_RasD	Cytoplasm	4.34582381665258E-17	EGFR, NRG1, ERBB3, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE3E4_G2_SOS_RasD	Cytoplasm	8.75649697503034E-46	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE3HE4_G2_SOS_RasD	Cytoplasm	5.48714165390207E-61	NRG1, ERBB3, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pE2HE4_G2_SOS_RasD	Cytoplasm	1.95997570002405E-45	ERBB2, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE4Ev3_G2_SOS_RasD	Cytoplasm	2.87672993088782E-56	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pE1HE4_G2_SOS_RasD	Cytoplasm	2.49972558069252E-44	EGFR, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pE3HE4_G2_SOS_RasD	Cytoplasm	8.12550670091167E-46	ERBB3, NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pHE4E4_G2_SOS_RasD	Cytoplasm	4.552607547321E-73	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pHE4HE4_G2_SOS_RasD	Cytoplasm	1.55869688370384E-88	NRG1, ERBB4, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000157168	ENSG00000178568	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pHGF_Met_Met_G2_SOS_RasD	Cytoplasm	9.10633023015146E-16	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pHGF_Met_HGF_Met_G2_SOS_RasD	Cytoplasm	1.44907203864305E-29	HGF, MET, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000019991	ENSG00000105976	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pPPrPPr_G2_SOS_RasD	Cytoplasm	1.87248302491029E-44	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pPPrPr_G2_SOS_RasD	Cytoplasm	2.79472127212563E-41	PDGFB, PDGFRA, PDGFRB, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pFFrFFr_G2_SOS_RasD	Cytoplasm	1.51511599232589E-33	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pFFrFr_G2_SOS_RasD	Cytoplasm	3.43909688194401E-18	FGF1, FGF2, FGFR1, FGFR2, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775			
pIIrIr_IRS_G2_SOS_RasD	Cytoplasm	1.63304237606863E-21	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pINS_Isr_Isr_IRS_G2_SOS_RasD	Cytoplasm	3.02554475962383E-19	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pIIrIrI_IRS_G2_SOS_RasD	Cytoplasm	1.93126758938108E-40	IGF1, IGF2, IGF1R, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775				
pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	Cytoplasm	1.3933120175855E-36	INS, INSR, GRB2, SOS1, NRAS, KRAS, HRAS	ENSG00000254647	ENSG00000171105	ENSG00000177885	ENSG00000115904	ENSG00000213281	ENSG00000133703	ENSG00000174775					
pEE1E2_PLCg_PIP2	Cytoplasm	2.69375565879447E-17	EGF, EGFR, ERBB2, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000124181	ENSG00000197943							
pEE1Ev3_PLCg_PIP2	Cytoplasm	9.91819127416933E-29	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
pEE1E1_PLCg_PIP2	Cytoplasm	6.69486392178243E-17	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
pEE1EE1_PLCg_PIP2	Cytoplasm	1.56878553096769E-34	EGF, EGFR, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000124181	ENSG00000197943								
pEE1E3_PLCg_PIP2	Cytoplasm	9.16093904221923E-18	EGF, EGFR, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000124181	ENSG00000197943							
pEE1HE3_PLCg_PIP2	Cytoplasm	4.75475876810864E-33	EGF, EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943						
pEE1E4_PLCg_PIP2	Cytoplasm	1.09784552198987E-45	EGF, EGFR, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pEE1HE4_PLCg_PIP2	Cytoplasm	1.18349954318785E-60	EGF, EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943						
pE2HE3_PLCg_PIP2	Cytoplasm	6.35958274697144E-17	ERBB2, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
pHE3Ev3_PLCg_PIP2	Cytoplasm	8.46045827081117E-28	NRG1, ERBB3, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943								
pE1HE3_PLCg_PIP2	Cytoplasm	7.37618096259005E-16	EGFR, NRG1, ERBB3, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000124181	ENSG00000197943							
pHE3E4_PLCg_PIP2	Cytoplasm	8.8079030000976E-45	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pHE3HE4_PLCg_PIP2	Cytoplasm	5.51935456242974E-60	NRG1, ERBB3, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pE2HE4_PLCg_PIP2	Cytoplasm	2.66159632973347E-44	ERBB2, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pHE4Ev3_PLCg_PIP2	Cytoplasm	3.5516933386685E-55	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
pE1HE4_PLCg_PIP2	Cytoplasm	3.08570601776338E-43	EGFR, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pE3HE4_PLCg_PIP2	Cytoplasm	8.17320842482506E-45	ERBB3, NRG1, ERBB4, PLCG1, PLCG2	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943							
pHE4E4_PLCg_PIP2	Cytoplasm	3.43496430236525E-72	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
pHE4HE4_PLCg_PIP2	Cytoplasm	1.17604430176962E-87	NRG1, ERBB4, PLCG1, PLCG2	ENSG00000157168	ENSG00000178568	ENSG00000124181	ENSG00000197943								
pHGF_Met_Met_PLCg_PIP2	Cytoplasm	8.24466053355856E-14	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
pHGF_Met_HGF_Met_PLCg_PIP2	Cytoplasm	1.31195632309488E-27	HGF, MET, PLCG1, PLCG2	ENSG00000019991	ENSG00000105976	ENSG00000124181	ENSG00000197943								
pPPrPPr_PLCg_PIP2	Cytoplasm	4.2340023844388E-42	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
pPPrPr_PLCg_PIP2	Cytoplasm	6.31933981382217E-39	PDGFB, PDGFRA, PDGFRB, PLCG1, PLCG2	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000124181	ENSG00000197943							
pFFrFFr_PLCg_PIP2	Cytoplasm	1.7146886034906E-32	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
pFFrFr_PLCg_PIP2	Cytoplasm	1.16762946033099E-16	FGF1, FGF2, FGFR1, FGFR2, PLCG1, PLCG2	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000124181	ENSG00000197943						
pIIrIr_IRS_PLCg_PIP2	Cytoplasm	2.21577997711619E-20	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
pINS_Isr_Isr_IRS_PLCg_PIP2	Cytoplasm	6.84197543766242E-18	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
pIIrIrI_IRS_PLCg_PIP2	Cytoplasm	2.620424380627E-39	IGF1, IGF2, IGF1R, PLCG1, PLCG2	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000124181	ENSG00000197943							
pINS_Isr_Isr_INS_IRS_PLCg_PIP2	Cytoplasm	3.15083971939539E-35	INS, INSR, PLCG1, PLCG2	ENSG00000254647	ENSG00000171105	ENSG00000124181	ENSG00000197943								
pEE1E2_PI3K1_PIP2	Cytoplasm	1.937052682882E-16	EGF, EGFR, ERBB2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000141736	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pEE1Ev3_PI3K1_PIP2	Cytoplasm	3.56603594580744E-28	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1E1_PI3K1_PIP2	Cytoplasm	2.40710475704802E-16	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1EE1_PI3K1_PIP2	Cytoplasm	5.6404935105432E-34	EGF, EGFR, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pEE1E3_PI3K1_PIP2	Cytoplasm	2.19584646829607E-16	EGF, EGFR, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pEE1HE3_PI3K1_PIP2	Cytoplasm	1.13969980175322E-31	EGF, EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pEE1E4_PI3K1_PIP2	Cytoplasm	1.05270435754699E-44	EGF, EGFR, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pEE1HE4_PI3K1_PIP2	Cytoplasm	1.13483647800754E-59	EGF, EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000138798	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pE2HE3_PI3K1_PIP2	Cytoplasm	1.82994323231267E-15	ERBB2, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE3Ev3_PI3K1_PIP2	Cytoplasm	2.02871778581016E-26	NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pE1HE3_PI3K1_PIP2	Cytoplasm	1.76804476208166E-14	EGFR, NRG1, ERBB3, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000065361	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE3E4_PI3K1_PIP2	Cytoplasm	3.80203416625384E-43	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE3HE4_PI3K1_PIP2	Cytoplasm	2.38249387477111E-58	NRG1, ERBB3, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000065361	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pE2HE4_PI3K1_PIP2	Cytoplasm	3.83070272569985E-43	ERBB2, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000141736	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE4Ev3_PI3K1_PIP2	Cytoplasm	3.41053624897624E-54	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pE1HE4_PI3K1_PIP2	Cytoplasm	2.95882615033198E-42	EGFR, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000146648	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pE3HE4_PI3K1_PIP2	Cytoplasm	3.52806084249047E-43	ERBB3, NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000065361	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pHE4E4_PI3K1_PIP2	Cytoplasm	7.42224450285063E-71	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pHE4HE4_PI3K1_PIP2	Cytoplasm	2.54118754113765E-86	NRG1, ERBB4, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000157168	ENSG00000178568	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pHGF_Met_Met_PI3K1_PIP2	Cytoplasm	8.90336580259085E-13	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pHGF_Met_HGF_Met_PI3K1_PIP2	Cytoplasm	1.41677522292583E-26	HGF, MET, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000019991	ENSG00000105976	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455		
pPPrPPr_PI3K1_PIP2	Cytoplasm	3.62943861594417E-41	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pPPrPr_PI3K1_PIP2	Cytoplasm	5.41701535923891E-38	PDGFB, PDGFRA, PDGFRB, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000100311	ENSG00000134853	ENSG00000113721	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
pFFrFFr_PI3K1_PIP2	Cytoplasm	8.64118583191194E-31	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pFFrFr_PI3K1_PIP2	Cytoplasm	2.24162942586972E-15	FGF1, FGF2, FGFR1, FGFR2, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000113578	ENSG00000138685	ENSG00000077782	ENSG00000066468	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455
pIIrIr_IRS_PI3K1_PIP2	Cytoplasm	1.10892672616958E-18	IGF1, IGF2, IGF1R, PIK3CA, PIK3CB, PIK3CG, PIK3CD, PIK3R1, PIK3R2, PIK3R3, PIK3R4	ENSG00000017427	ENSG00000167244	ENSG00000140443	ENSG00000121879	ENSG00000051382	ENSG00000105851	ENSG00000171608	ENSG00000145675	ENSG00000105647	ENSG00000117461	ENSG00000196455	
