Rxn_name	Comp_correction	Species	Ratelaw						
vRP10_20	Cytoplasm	 pHGF_Met_Metint_G2_SOS ; pHGF_Met_Metint + G2_SOS	2.6						
vRP10_21	Cytoplasm	 pHGF_Met_HGF_Metint_G2_SOS ; pHGF_Met_HGF_Metint + G2_SOS	2.6						
vRP10_22	Cytoplasm	 pPPrPPrint_G2_SOS ; pPPrPPrint + G2_SOS	2.6						
vRP10_23	Cytoplasm	 pPPrPrint_G2_SOS ; pPPrPrint + G2_SOS	2.6						
vRP10_24	Cytoplasm	 pFFrFFrint_G2_SOS ; pFFrFFrint + G2_SOS	2.6						
vRP10_25	Cytoplasm	 pFFrFrint_G2_SOS ; pFFrFrint + G2_SOS	2.6						
vRP10_26	Cytoplasm	 pIIrIr_int_IRS_G2_SOS ; pIIrIr_int_IRS + G2_SOS	2.6						
vRP10_27	Cytoplasm	 pINS_Isr_Isr_int_IRS_G2_SOS ; pINS_Isr_Isr_int_IRS + G2_SOS	2.6						
vRP10_28	Cytoplasm	 pIIrIrI_int_IRS_G2_SOS ; pIIrIrI_int_IRS + G2_SOS	2.6						
vRP10_29	Cytoplasm	 pINS_Isr_Isr_INS_int_IRS_G2_SOS ; pINS_Isr_Isr_INS_int_IRS + G2_SOS	2.6						
vRP11_1	Cytoplasm	 pEE1E2 + G2_SOS ; pEE1E2_G2_SOS	0.009						
vRP11_2	Cytoplasm	 pEE1Ev3 + G2_SOS ; pEE1Ev3_G2_SOS	0.01						
vRP11_3	Cytoplasm	 pEE1E1 + G2_SOS ; pEE1E1_G2_SOS	0.01						
vRP11_4	Cytoplasm	 pEE1EE1 + G2_SOS ; pEE1EE1_G2_SOS	0.01						
vRP11_5	Cytoplasm	 pEE1E3 + G2_SOS ; pEE1E3_G2_SOS	0.008						
vRP11_6	Cytoplasm	 pEE1HE3 + G2_SOS ; pEE1HE3_G2_SOS	0.008						
vRP11_7	Cytoplasm	 pEE1E4 + G2_SOS ; pEE1E4_G2_SOS	0.011						
vRP11_8	Cytoplasm	 pEE1HE4 + G2_SOS ; pEE1HE4_G2_SOS	0.011						
vRP11_9	Cytoplasm	 pE2HE3 + G2_SOS ; pE2HE3_G2_SOS	0.007						
vRP11_10	Cytoplasm	 pHE3Ev3 + G2_SOS ; pHE3Ev3_G2_SOS	0.008						
vRP11_11	Cytoplasm	 pE1HE3 + G2_SOS ; pE1HE3_G2_SOS	0.008						
vRP11_12	Cytoplasm	 pHE3E4 + G2_SOS ; pHE3E4_G2_SOS	0.009						
vRP11_13	Cytoplasm	 pHE3HE4 + G2_SOS ; pHE3HE4_G2_SOS	0.009						
vRP11_14	Cytoplasm	 pE2HE4 + G2_SOS ; pE2HE4_G2_SOS	0.01						
vRP11_15	Cytoplasm	 pHE4Ev3 + G2_SOS ; pHE4Ev3_G2_SOS	0.011						
vRP11_16	Cytoplasm	 pE1HE4 + G2_SOS ; pE1HE4_G2_SOS	0.011						
vRP11_17	Cytoplasm	 pE3HE4 + G2_SOS ; pE3HE4_G2_SOS	0.009						
vRP11_18	Cytoplasm	 pHE4E4 + G2_SOS ; pHE4E4_G2_SOS	0.012						
vRP11_19	Cytoplasm	 pHE4HE4 + G2_SOS ; pHE4HE4_G2_SOS	0.012						
vRP11_20	Cytoplasm	 pHGF_Met_Met + G2_SOS ; pHGF_Met_Met_G2_SOS	0.002						
vRP11_21	Cytoplasm	 pHGF_Met_HGF_Met + G2_SOS ; pHGF_Met_HGF_Met_G2_SOS	0.002						
vRP11_22	Cytoplasm	 pPPrPPr + G2_SOS ; pPPrPPr_G2_SOS	0.001						
vRP11_23	Cytoplasm	 pPPrPr + G2_SOS ; pPPrPr_G2_SOS	0.001						
vRP11_24	Cytoplasm	 pFFrFFr + G2_SOS ; pFFrFFr_G2_SOS	0.008						
vRP11_25	Cytoplasm	 pFFrFr + G2_SOS ; pFFrFr_G2_SOS	0.008						
vRP11_26	Cytoplasm	 pIIrIr_IRS + G2_SOS ; pIIrIr_IRS_G2_SOS	0.005						
vRP11_27	Cytoplasm	 pINS_Isr_Isr_IRS + G2_SOS ; pINS_Isr_Isr_IRS_G2_SOS	0.007						
vRP11_28	Cytoplasm	 pIIrIrI_IRS + G2_SOS ; pIIrIrI_IRS_G2_SOS	0.005						
vRP11_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + G2_SOS ; pINS_Isr_Isr_INS_IRS_G2_SOS	0.007						
vRP12_1	Cytoplasm	 pEE1E2_G2_SOS ; pEE1E2 + G2_SOS	2.6						
vRP12_2	Cytoplasm	 pEE1Ev3_G2_SOS ; pEE1Ev3 + G2_SOS	2.6						
vRP12_3	Cytoplasm	 pEE1E1_G2_SOS ; pEE1E1 + G2_SOS	2.6						
vRP12_4	Cytoplasm	 pEE1EE1_G2_SOS ; pEE1EE1 + G2_SOS	2.6						
vRP12_5	Cytoplasm	 pEE1E3_G2_SOS ; pEE1E3 + G2_SOS	2.6						
vRP12_6	Cytoplasm	 pEE1HE3_G2_SOS ; pEE1HE3 + G2_SOS	2.6						
vRP12_7	Cytoplasm	 pEE1E4_G2_SOS ; pEE1E4 + G2_SOS	2.6						
vRP12_8	Cytoplasm	 pEE1HE4_G2_SOS ; pEE1HE4 + G2_SOS	2.6						
vRP12_9	Cytoplasm	 pE2HE3_G2_SOS ; pE2HE3 + G2_SOS	2.6						
vRP12_10	Cytoplasm	 pHE3Ev3_G2_SOS ; pHE3Ev3 + G2_SOS	2.6						
vRP12_11	Cytoplasm	 pE1HE3_G2_SOS ; pE1HE3 + G2_SOS	2.6						
vRP12_12	Cytoplasm	 pHE3E4_G2_SOS ; pHE3E4 + G2_SOS	2.6						
vRP12_13	Cytoplasm	 pHE3HE4_G2_SOS ; pHE3HE4 + G2_SOS	2.6						
vRP12_14	Cytoplasm	 pE2HE4_G2_SOS ; pE2HE4 + G2_SOS	2.6						
vRP12_15	Cytoplasm	 pHE4Ev3_G2_SOS ; pHE4Ev3 + G2_SOS	2.6						
vRP12_16	Cytoplasm	 pE1HE4_G2_SOS ; pE1HE4 + G2_SOS	2.6						
vRP12_17	Cytoplasm	 pE3HE4_G2_SOS ; pE3HE4 + G2_SOS	2.6						
vRP12_18	Cytoplasm	 pHE4E4_G2_SOS ; pHE4E4 + G2_SOS	2.6						
vRP12_19	Cytoplasm	 pHE4HE4_G2_SOS ; pHE4HE4 + G2_SOS	2.6						
vRP12_20	Cytoplasm	 pHGF_Met_Met_G2_SOS ; pHGF_Met_Met + G2_SOS	2.6						
vRP12_21	Cytoplasm	 pHGF_Met_HGF_Met_G2_SOS ; pHGF_Met_HGF_Met + G2_SOS	2.6						
vRP12_22	Cytoplasm	 pPPrPPr_G2_SOS ; pPPrPPr + G2_SOS	2.6						
vRP12_23	Cytoplasm	 pPPrPr_G2_SOS ; pPPrPr + G2_SOS	2.6						
vRP12_24	Cytoplasm	 pFFrFFr_G2_SOS ; pFFrFFr + G2_SOS	2.6						
vRP12_25	Cytoplasm	 pFFrFr_G2_SOS ; pFFrFr + G2_SOS	2.6						
vRP12_26	Cytoplasm	 pIIrIr_IRS_G2_SOS ; pIIrIr_IRS + G2_SOS	2.6						
vRP12_27	Cytoplasm	 pINS_Isr_Isr_IRS_G2_SOS ; pINS_Isr_Isr_IRS + G2_SOS	2.6						
vRP12_28	Cytoplasm	 pIIrIrI_IRS_G2_SOS ; pIIrIrI_IRS + G2_SOS	2.6						
vRP12_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_G2_SOS ; pINS_Isr_Isr_INS_IRS + G2_SOS	2.6						
vRP13_1	Cytoplasm	 pEE1E2 + PLCg ; pEE1E2_PLCg	0.004						
vRP13_2	Cytoplasm	 pEE1Ev3 + PLCg ; pEE1Ev3_PLCg	0.004						
vRP13_3	Cytoplasm	 pEE1E1 + PLCg ; pEE1E1_PLCg	0.004						
vRP13_4	Cytoplasm	 pEE1EE1 + PLCg ; pEE1EE1_PLCg	0.004						
vRP13_5	Cytoplasm	 pEE1E3 + PLCg ; pEE1E3_PLCg	0.003						
vRP13_6	Cytoplasm	 pEE1HE3 + PLCg ; pEE1HE3_PLCg	0.003						
vRP13_7	Cytoplasm	 pEE1E4 + PLCg ; pEE1E4_PLCg	0.003						
vRP13_8	Cytoplasm	 pEE1HE4 + PLCg ; pEE1HE4_PLCg	0.003						
vRP13_9	Cytoplasm	 pE2HE3 + PLCg ; pE2HE3_PLCg	0.003						
vRP13_10	Cytoplasm	 pHE3Ev3 + PLCg ; pHE3Ev3_PLCg	0.003						
vRP13_11	Cytoplasm	 pE1HE3 + PLCg ; pE1HE3_PLCg	0.003						
vRP13_12	Cytoplasm	 pHE3E4 + PLCg ; pHE3E4_PLCg	0.002						
vRP13_13	Cytoplasm	 pHE3HE4 + PLCg ; pHE3HE4_PLCg	0.002						
vRP13_14	Cytoplasm	 pE2HE4 + PLCg ; pE2HE4_PLCg	0.003						
vRP13_15	Cytoplasm	 pHE4Ev3 + PLCg ; pHE4Ev3_PLCg	0.003						
vRP13_16	Cytoplasm	 pE1HE4 + PLCg ; pE1HE4_PLCg	0.003						
vRP13_17	Cytoplasm	 pE3HE4 + PLCg ; pE3HE4_PLCg	0.002						
vRP13_18	Cytoplasm	 pHE4E4 + PLCg ; pHE4E4_PLCg	0.002						
vRP13_19	Cytoplasm	 pHE4HE4 + PLCg ; pHE4HE4_PLCg	0.002						
vRP13_20	Cytoplasm	 pHGF_Met_Met + PLCg ; pHGF_Met_Met_PLCg	0.004						
vRP13_21	Cytoplasm	 pHGF_Met_HGF_Met + PLCg ; pHGF_Met_HGF_Met_PLCg	0.004						
vRP13_22	Cytoplasm	 pPPrPPr + PLCg ; pPPrPPr_PLCg	0.005						
vRP13_23	Cytoplasm	 pPPrPr + PLCg ; pPPrPr_PLCg	0.005						
vRP13_24	Cytoplasm	 pFFrFFr + PLCg ; pFFrFFr_PLCg	0.002						
vRP13_25	Cytoplasm	 pFFrFr + PLCg ; pFFrFr_PLCg	0.006						
vRP13_26	Cytoplasm	 pIIrIr_IRS + PLCg ; pIIrIr_IRS_PLCg	0.0015						
vRP13_27	Cytoplasm	 pINS_Isr_Isr_IRS + PLCg ; pINS_Isr_Isr_IRS_PLCg	0.0035						
vRP13_28	Cytoplasm	 pIIrIrI_IRS + PLCg ; pIIrIrI_IRS_PLCg	0.0015						
vRP13_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + PLCg ; pINS_Isr_Isr_INS_IRS_PLCg	0.0035						
vRP14_1	Cytoplasm	 pEE1E2_PLCg ; pEE1E2 + PLCg	0.51						
vRP14_2	Cytoplasm	 pEE1Ev3_PLCg ; pEE1Ev3 + PLCg	0.51						
vRP14_3	Cytoplasm	 pEE1E1_PLCg ; pEE1E1 + PLCg	0.51						
vRP14_4	Cytoplasm	 pEE1EE1_PLCg ; pEE1EE1 + PLCg	0.51						
vRP14_5	Cytoplasm	 pEE1E3_PLCg ; pEE1E3 + PLCg	0.51						
vRP14_6	Cytoplasm	 pEE1HE3_PLCg ; pEE1HE3 + PLCg	0.51						
vRP14_7	Cytoplasm	 pEE1E4_PLCg ; pEE1E4 + PLCg	0.51						
vRP14_8	Cytoplasm	 pEE1HE4_PLCg ; pEE1HE4 + PLCg	0.51						
vRP14_9	Cytoplasm	 pE2HE3_PLCg ; pE2HE3 + PLCg	0.51						
vRP14_10	Cytoplasm	 pHE3Ev3_PLCg ; pHE3Ev3 + PLCg	0.51						
vRP14_11	Cytoplasm	 pE1HE3_PLCg ; pE1HE3 + PLCg	0.51						
vRP14_12	Cytoplasm	 pHE3E4_PLCg ; pHE3E4 + PLCg	0.51						
vRP14_13	Cytoplasm	 pHE3HE4_PLCg ; pHE3HE4 + PLCg	0.51						
vRP14_14	Cytoplasm	 pE2HE4_PLCg ; pE2HE4 + PLCg	0.51						
vRP14_15	Cytoplasm	 pHE4Ev3_PLCg ; pHE4Ev3 + PLCg	0.51						
vRP14_16	Cytoplasm	 pE1HE4_PLCg ; pE1HE4 + PLCg	0.51						
vRP14_17	Cytoplasm	 pE3HE4_PLCg ; pE3HE4 + PLCg	0.51						
vRP14_18	Cytoplasm	 pHE4E4_PLCg ; pHE4E4 + PLCg	0.51						
vRP14_19	Cytoplasm	 pHE4HE4_PLCg ; pHE4HE4 + PLCg	0.51						
vRP14_20	Cytoplasm	 pHGF_Met_Met_PLCg ; pHGF_Met_Met + PLCg	0.51						
vRP14_21	Cytoplasm	 pHGF_Met_HGF_Met_PLCg ; pHGF_Met_HGF_Met + PLCg	0.51						
vRP14_22	Cytoplasm	 pPPrPPr_PLCg ; pPPrPPr + PLCg	0.51						
vRP14_23	Cytoplasm	 pPPrPr_PLCg ; pPPrPr + PLCg	0.51						
vRP14_24	Cytoplasm	 pFFrFFr_PLCg ; pFFrFFr + PLCg	0.51						
vRP14_25	Cytoplasm	 pFFrFr_PLCg ; pFFrFr + PLCg	0.51						
vRP14_26	Cytoplasm	 pIIrIr_IRS_PLCg ; pIIrIr_IRS + PLCg	0.51						
vRP14_27	Cytoplasm	 pINS_Isr_Isr_IRS_PLCg ; pINS_Isr_Isr_IRS + PLCg	0.51						
vRP14_28	Cytoplasm	 pIIrIrI_IRS_PLCg ; pIIrIrI_IRS + PLCg	0.51						
vRP14_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PLCg ; pINS_Isr_Isr_INS_IRS + PLCg	0.51						
vRP15_1	Cytoplasm	 pEE1E2 + PI3K1 ; pEE1E2_PI3K1	0.004						
vRP15_2	Cytoplasm	 pEE1Ev3 + PI3K1 ; pEE1Ev3_PI3K1	0.002						
vRP15_3	Cytoplasm	 pEE1E1 + PI3K1 ; pEE1E1_PI3K1	0.002						
vRP15_4	Cytoplasm	 pEE1EE1 + PI3K1 ; pEE1EE1_PI3K1	0.002						
vRP15_5	Cytoplasm	 pEE1E3 + PI3K1 ; pEE1E3_PI3K1	0.01						
vRP15_6	Cytoplasm	 pEE1HE3 + PI3K1 ; pEE1HE3_PI3K1	0.01						
vRP15_7	Cytoplasm	 pEE1E4 + PI3K1 ; pEE1E4_PI3K1	0.004						
vRP15_8	Cytoplasm	 pEE1HE4 + PI3K1 ; pEE1HE4_PI3K1	0.004						
vRP15_9	Cytoplasm	 pE2HE3 + PI3K1 ; pE2HE3_PI3K1	0.012						
vRP15_10	Cytoplasm	 pHE3Ev3 + PI3K1 ; pHE3Ev3_PI3K1	0.01						
vRP15_11	Cytoplasm	 pE1HE3 + PI3K1 ; pE1HE3_PI3K1	0.01						
vRP15_12	Cytoplasm	 pHE3E4 + PI3K1 ; pHE3E4_PI3K1	0.012						
vRP15_13	Cytoplasm	 pHE3HE4 + PI3K1 ; pHE3HE4_PI3K1	0.012						
vRP15_14	Cytoplasm	 pE2HE4 + PI3K1 ; pE2HE4_PI3K1	0.006						
vRP15_15	Cytoplasm	 pHE4Ev3 + PI3K1 ; pHE4Ev3_PI3K1	0.004						
vRP15_16	Cytoplasm	 pE1HE4 + PI3K1 ; pE1HE4_PI3K1	0.004						
vRP15_17	Cytoplasm	 pE3HE4 + PI3K1 ; pE3HE4_PI3K1	0.012						
vRP15_18	Cytoplasm	 pHE4E4 + PI3K1 ; pHE4E4_PI3K1	0.006						
vRP15_19	Cytoplasm	 pHE4HE4 + PI3K1 ; pHE4HE4_PI3K1	0.006						
vRP15_20	Cytoplasm	 pHGF_Met_Met + PI3K1 ; pHGF_Met_Met_PI3K1	0.006						
vRP15_21	Cytoplasm	 pHGF_Met_HGF_Met + PI3K1 ; pHGF_Met_HGF_Met_PI3K1	0.006						
vRP15_22	Cytoplasm	 pPPrPPr + PI3K1 ; pPPrPPr_PI3K1	0.006						
vRP15_23	Cytoplasm	 pPPrPr + PI3K1 ; pPPrPr_PI3K1	0.006						
vRP15_24	Cytoplasm	 pFFrFFr + PI3K1 ; pFFrFFr_PI3K1	0.014						
vRP15_25	Cytoplasm	 pFFrFr + PI3K1 ; pFFrFr_PI3K1	0.016						
vRP15_26	Cytoplasm	 pIIrIr_IRS + PI3K1 ; pIIrIr_IRS_PI3K1	0.0105						
vRP15_27	Cytoplasm	 pINS_Isr_Isr_IRS + PI3K1 ; pINS_Isr_Isr_IRS_PI3K1	0.0145						
vRP15_28	Cytoplasm	 pIIrIrI_IRS + PI3K1 ; pIIrIrI_IRS_PI3K1	0.0105						
vRP15_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + PI3K1 ; pINS_Isr_Isr_INS_IRS_PI3K1	0.0145						
vRP16_1	Cytoplasm	 pEE1E2_PI3K1 ; pEE1E2 + PI3K1	0.07						
vRP16_2	Cytoplasm	 pEE1Ev3_PI3K1 ; pEE1Ev3 + PI3K1	0.07						
vRP16_3	Cytoplasm	 pEE1E1_PI3K1 ; pEE1E1 + PI3K1	0.07						
vRP16_4	Cytoplasm	 pEE1EE1_PI3K1 ; pEE1EE1 + PI3K1	0.07						
vRP16_5	Cytoplasm	 pEE1E3_PI3K1 ; pEE1E3 + PI3K1	0.07						
vRP16_6	Cytoplasm	 pEE1HE3_PI3K1 ; pEE1HE3 + PI3K1	0.07						
vRP16_7	Cytoplasm	 pEE1E4_PI3K1 ; pEE1E4 + PI3K1	0.07						
vRP16_8	Cytoplasm	 pEE1HE4_PI3K1 ; pEE1HE4 + PI3K1	0.07						
vRP16_9	Cytoplasm	 pE2HE3_PI3K1 ; pE2HE3 + PI3K1	0.07						
vRP16_10	Cytoplasm	 pHE3Ev3_PI3K1 ; pHE3Ev3 + PI3K1	0.07						
vRP16_11	Cytoplasm	 pE1HE3_PI3K1 ; pE1HE3 + PI3K1	0.07						
vRP16_12	Cytoplasm	 pHE3E4_PI3K1 ; pHE3E4 + PI3K1	0.07						
vRP16_13	Cytoplasm	 pHE3HE4_PI3K1 ; pHE3HE4 + PI3K1	0.07						
vRP16_14	Cytoplasm	 pE2HE4_PI3K1 ; pE2HE4 + PI3K1	0.07						
vRP16_15	Cytoplasm	 pHE4Ev3_PI3K1 ; pHE4Ev3 + PI3K1	0.07						
vRP16_16	Cytoplasm	 pE1HE4_PI3K1 ; pE1HE4 + PI3K1	0.07						
vRP16_17	Cytoplasm	 pE3HE4_PI3K1 ; pE3HE4 + PI3K1	0.07						
vRP16_18	Cytoplasm	 pHE4E4_PI3K1 ; pHE4E4 + PI3K1	0.07						
vRP16_19	Cytoplasm	 pHE4HE4_PI3K1 ; pHE4HE4 + PI3K1	0.07						
vRP16_20	Cytoplasm	 pHGF_Met_Met_PI3K1 ; pHGF_Met_Met + PI3K1	0.07						
vRP16_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K1 ; pHGF_Met_HGF_Met + PI3K1	0.07						
vRP16_22	Cytoplasm	 pPPrPPr_PI3K1 ; pPPrPPr + PI3K1	0.07						
vRP16_23	Cytoplasm	 pPPrPr_PI3K1 ; pPPrPr + PI3K1	0.07						
vRP16_24	Cytoplasm	 pFFrFFr_PI3K1 ; pFFrFFr + PI3K1	0.07						
vRP16_25	Cytoplasm	 pFFrFr_PI3K1 ; pFFrFr + PI3K1	0.07						
vRP16_26	Cytoplasm	 pIIrIr_IRS_PI3K1 ; pIIrIr_IRS + PI3K1	0.07						
vRP16_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K1 ; pINS_Isr_Isr_IRS + PI3K1	0.07						
vRP16_28	Cytoplasm	 pIIrIrI_IRS_PI3K1 ; pIIrIrI_IRS + PI3K1	0.07						
vRP16_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K1 ; pINS_Isr_Isr_INS_IRS + PI3K1	0.07						
vRP17_1	Cytoplasm	 pEE1E2 + PI3K2 ; pEE1E2_PI3K2	0.004						
vRP17_2	Cytoplasm	 pEE1Ev3 + PI3K2 ; pEE1Ev3_PI3K2	0.002						
vRP17_3	Cytoplasm	 pEE1E1 + PI3K2 ; pEE1E1_PI3K2	0.002						
vRP17_4	Cytoplasm	 pEE1EE1 + PI3K2 ; pEE1EE1_PI3K2	0.002						
vRP17_5	Cytoplasm	 pEE1E3 + PI3K2 ; pEE1E3_PI3K2	0.01						
vRP17_6	Cytoplasm	 pEE1HE3 + PI3K2 ; pEE1HE3_PI3K2	0.01						
vRP17_7	Cytoplasm	 pEE1E4 + PI3K2 ; pEE1E4_PI3K2	0.004						
vRP17_8	Cytoplasm	 pEE1HE4 + PI3K2 ; pEE1HE4_PI3K2	0.004						
vRP17_9	Cytoplasm	 pE2HE3 + PI3K2 ; pE2HE3_PI3K2	0.012						
vRP17_10	Cytoplasm	 pHE3Ev3 + PI3K2 ; pHE3Ev3_PI3K2	0.01						
vRP17_11	Cytoplasm	 pE1HE3 + PI3K2 ; pE1HE3_PI3K2	0.01						
vRP17_12	Cytoplasm	 pHE3E4 + PI3K2 ; pHE3E4_PI3K2	0.012						
vRP17_13	Cytoplasm	 pHE3HE4 + PI3K2 ; pHE3HE4_PI3K2	0.012						
vRP17_14	Cytoplasm	 pE2HE4 + PI3K2 ; pE2HE4_PI3K2	0.006						
vRP17_15	Cytoplasm	 pHE4Ev3 + PI3K2 ; pHE4Ev3_PI3K2	0.004						
vRP17_16	Cytoplasm	 pE1HE4 + PI3K2 ; pE1HE4_PI3K2	0.004						
vRP17_17	Cytoplasm	 pE3HE4 + PI3K2 ; pE3HE4_PI3K2	0.012						
vRP17_18	Cytoplasm	 pHE4E4 + PI3K2 ; pHE4E4_PI3K2	0.006						
vRP17_19	Cytoplasm	 pHE4HE4 + PI3K2 ; pHE4HE4_PI3K2	0.006						
vRP17_20	Cytoplasm	 pHGF_Met_Met + PI3K2 ; pHGF_Met_Met_PI3K2	0.006						
vRP17_21	Cytoplasm	 pHGF_Met_HGF_Met + PI3K2 ; pHGF_Met_HGF_Met_PI3K2	0.006						
vRP17_22	Cytoplasm	 pPPrPPr + PI3K2 ; pPPrPPr_PI3K2	0.006						
vRP17_23	Cytoplasm	 pPPrPr + PI3K2 ; pPPrPr_PI3K2	0.006						
vRP17_24	Cytoplasm	 pFFrFFr + PI3K2 ; pFFrFFr_PI3K2	0.014						
vRP17_25	Cytoplasm	 pFFrFr + PI3K2 ; pFFrFr_PI3K2	0.016						
vRP17_26	Cytoplasm	 pIIrIr_IRS + PI3K2 ; pIIrIr_IRS_PI3K2	0.0105						
vRP17_27	Cytoplasm	 pINS_Isr_Isr_IRS + PI3K2 ; pINS_Isr_Isr_IRS_PI3K2	0.0145						
vRP17_28	Cytoplasm	 pIIrIrI_IRS + PI3K2 ; pIIrIrI_IRS_PI3K2	0.0105						
vRP17_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS + PI3K2 ; pINS_Isr_Isr_INS_IRS_PI3K2	0.0145						
vRP18_1	Cytoplasm	 pEE1E2_PI3K2 ; pEE1E2 + PI3K2	0.07						
vRP18_2	Cytoplasm	 pEE1Ev3_PI3K2 ; pEE1Ev3 + PI3K2	0.07						
vRP18_3	Cytoplasm	 pEE1E1_PI3K2 ; pEE1E1 + PI3K2	0.07						
vRP18_4	Cytoplasm	 pEE1EE1_PI3K2 ; pEE1EE1 + PI3K2	0.07						
vRP18_5	Cytoplasm	 pEE1E3_PI3K2 ; pEE1E3 + PI3K2	0.07						
vRP18_6	Cytoplasm	 pEE1HE3_PI3K2 ; pEE1HE3 + PI3K2	0.07						
vRP18_7	Cytoplasm	 pEE1E4_PI3K2 ; pEE1E4 + PI3K2	0.07						
vRP18_8	Cytoplasm	 pEE1HE4_PI3K2 ; pEE1HE4 + PI3K2	0.07						
vRP18_9	Cytoplasm	 pE2HE3_PI3K2 ; pE2HE3 + PI3K2	0.07						
vRP18_10	Cytoplasm	 pHE3Ev3_PI3K2 ; pHE3Ev3 + PI3K2	0.07						
vRP18_11	Cytoplasm	 pE1HE3_PI3K2 ; pE1HE3 + PI3K2	0.07						
vRP18_12	Cytoplasm	 pHE3E4_PI3K2 ; pHE3E4 + PI3K2	0.07						
vRP18_13	Cytoplasm	 pHE3HE4_PI3K2 ; pHE3HE4 + PI3K2	0.07						
vRP18_14	Cytoplasm	 pE2HE4_PI3K2 ; pE2HE4 + PI3K2	0.07						
vRP18_15	Cytoplasm	 pHE4Ev3_PI3K2 ; pHE4Ev3 + PI3K2	0.07						
vRP18_16	Cytoplasm	 pE1HE4_PI3K2 ; pE1HE4 + PI3K2	0.07						
vRP18_17	Cytoplasm	 pE3HE4_PI3K2 ; pE3HE4 + PI3K2	0.07						
vRP18_18	Cytoplasm	 pHE4E4_PI3K2 ; pHE4E4 + PI3K2	0.07						
vRP18_19	Cytoplasm	 pHE4HE4_PI3K2 ; pHE4HE4 + PI3K2	0.07						
vRP18_20	Cytoplasm	 pHGF_Met_Met_PI3K2 ; pHGF_Met_Met + PI3K2	0.07						
vRP18_21	Cytoplasm	 pHGF_Met_HGF_Met_PI3K2 ; pHGF_Met_HGF_Met + PI3K2	0.07						
vRP18_22	Cytoplasm	 pPPrPPr_PI3K2 ; pPPrPPr + PI3K2	0.07						
vRP18_23	Cytoplasm	 pPPrPr_PI3K2 ; pPPrPr + PI3K2	0.07						
vRP18_24	Cytoplasm	 pFFrFFr_PI3K2 ; pFFrFFr + PI3K2	0.07						
vRP18_25	Cytoplasm	 pFFrFr_PI3K2 ; pFFrFr + PI3K2	0.07						
vRP18_26	Cytoplasm	 pIIrIr_IRS_PI3K2 ; pIIrIr_IRS + PI3K2	0.07						
vRP18_27	Cytoplasm	 pINS_Isr_Isr_IRS_PI3K2 ; pINS_Isr_Isr_IRS + PI3K2	0.07						
vRP18_28	Cytoplasm	 pIIrIrI_IRS_PI3K2 ; pIIrIrI_IRS + PI3K2	0.07						
vRP18_29	Cytoplasm	 pINS_Isr_Isr_INS_IRS_PI3K2 ; pINS_Isr_Isr_INS_IRS + PI3K2	0.07						
vRP19_1	Cytoplasm	 pEE1E2int_G2_SOS + RasD ; pEE1E2int_G2_SOS_RasD	0.001						
vRP19_2	Cytoplasm	 pEE1Ev3int_G2_SOS + RasD ; pEE1Ev3int_G2_SOS_RasD	0.001						
vRP19_3	Cytoplasm	 pEE1E1int_G2_SOS + RasD ; pEE1E1int_G2_SOS_RasD	0.001						
vRP19_4	Cytoplasm	 pEE1EE1int_G2_SOS + RasD ; pEE1EE1int_G2_SOS_RasD	0.001						
vRP19_5	Cytoplasm	 pEE1E3int_G2_SOS + RasD ; pEE1E3int_G2_SOS_RasD	0.001						
vRP19_6	Cytoplasm	 pEE1HE3int_G2_SOS + RasD ; pEE1HE3int_G2_SOS_RasD	0.001						
vRP19_7	Cytoplasm	 pEE1E4int_G2_SOS + RasD ; pEE1E4int_G2_SOS_RasD	0.001						
vRP19_8	Cytoplasm	 pEE1HE4int_G2_SOS + RasD ; pEE1HE4int_G2_SOS_RasD	0.001						
vRP19_9	Cytoplasm	 pE2HE3int_G2_SOS + RasD ; pE2HE3int_G2_SOS_RasD	0.001						
vRP19_10	Cytoplasm	 pHE3Ev3int_G2_SOS + RasD ; pHE3Ev3int_G2_SOS_RasD	0.001						
vRP19_11	Cytoplasm	 pE1HE3int_G2_SOS + RasD ; pE1HE3int_G2_SOS_RasD	0.001						
vRP19_12	Cytoplasm	 pHE3E4int_G2_SOS + RasD ; pHE3E4int_G2_SOS_RasD	0.001						
vRP19_13	Cytoplasm	 pHE3HE4int_G2_SOS + RasD ; pHE3HE4int_G2_SOS_RasD	0.001						
vRP19_14	Cytoplasm	 pE2HE4int_G2_SOS + RasD ; pE2HE4int_G2_SOS_RasD	0.001						
vRP19_15	Cytoplasm	 pHE4Ev3int_G2_SOS + RasD ; pHE4Ev3int_G2_SOS_RasD	0.001						
vRP19_16	Cytoplasm	 pE1HE4int_G2_SOS + RasD ; pE1HE4int_G2_SOS_RasD	0.001						
vRP19_17	Cytoplasm	 pE3HE4int_G2_SOS + RasD ; pE3HE4int_G2_SOS_RasD	0.001						
