species	compartment	IC_Xinitialized	Annotation_ENSEMBL	Annotation_HGNC
pE1HE4_G2_SOS_RasD	Cytoplasm	6.74E-29	ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	EGFR NRG1 ERBB4 GRB2 SOS1 NRAS KRAS HRAS
pE3HE4_G2_SOS_RasD	Cytoplasm	2.14E-29	ENSG00000065361 ENSG00000157168 ENSG00000178568 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	ERBB3 NRG1 ERBB4 GRB2 SOS1 NRAS KRAS HRAS
pHE4E4_G2_SOS_RasD	Cytoplasm	1.74E-41	ENSG00000157168 ENSG00000178568 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	NRG1 ERBB4 GRB2 SOS1 NRAS KRAS HRAS
pHE4HE4_G2_SOS_RasD	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000178568 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	NRG1 ERBB4 GRB2 SOS1 NRAS KRAS HRAS
pHGF_Met_Met_G2_SOS_RasD	Cytoplasm	9.70E-16	ENSG00000019991 ENSG00000105976 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	HGF MET GRB2 SOS1 NRAS KRAS HRAS
pHGF_Met_HGF_Met_G2_SOS_RasD	Cytoplasm	1.69E-29	ENSG00000019991 ENSG00000105976 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	HGF MET GRB2 SOS1 NRAS KRAS HRAS
pPPrPPr_G2_SOS_RasD	Cytoplasm	2.24E-33	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	PDGFB PDGFRA PDGFRB GRB2 SOS1 NRAS KRAS HRAS
pPPrPr_G2_SOS_RasD	Cytoplasm	3.90E-27	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	PDGFB PDGFRA PDGFRB GRB2 SOS1 NRAS KRAS HRAS
pFFrFFr_G2_SOS_RasD	Cytoplasm	7.05E-32	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	FGF1 FGF2 FGFR1 FGFR2 GRB2 SOS1 NRAS KRAS HRAS
pFFrFr_G2_SOS_RasD	Cytoplasm	3.41E-18	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	FGF1 FGF2 FGFR1 FGFR2 GRB2 SOS1 NRAS KRAS HRAS
pIIrIr_IRS_G2_SOS_RasD	Cytoplasm	1.62E-21	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	IGF1 IGF2 IGF1R GRB2 SOS1 NRAS KRAS HRAS
pINS_Isr_Isr_IRS_G2_SOS_RasD	Cytoplasm	2.99E-19	ENSG00000254647 ENSG00000171105 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	INS INSR GRB2 SOS1 NRAS KRAS HRAS
pIIrIrI_IRS_G2_SOS_RasD	Cytoplasm	2.80E-40	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	IGF1 IGF2 IGF1R GRB2 SOS1 NRAS KRAS HRAS
pINS_Isr_Isr_INS_IRS_G2_SOS_RasD	Cytoplasm	4.98E-30	ENSG00000254647 ENSG00000171105 ENSG00000177885 ENSG00000115904 ENSG00000213281 ENSG00000133703 ENSG00000174775	INS INSR GRB2 SOS1 NRAS KRAS HRAS
pEE1E2_PLCg_PIP2	Cytoplasm	3.14E-17	ENSG00000138798 ENSG00000146648 ENSG00000141736 ENSG00000124181 ENSG00000197943	EGF EGFR ERBB2 PLCG1 PLCG2
pEE1Ev3_PLCg_PIP2	Cytoplasm	7.74E-28	ENSG00000138798 ENSG00000146648 ENSG00000124181 ENSG00000197943	EGF EGFR PLCG1 PLCG2
pEE1E1_PLCg_PIP2	Cytoplasm	7.81E-17	ENSG00000138798 ENSG00000146648 ENSG00000124181 ENSG00000197943	EGF EGFR PLCG1 PLCG2
pEE1EE1_PLCg_PIP2	Cytoplasm	0.00E+00	ENSG00000138798 ENSG00000146648 ENSG00000124181 ENSG00000197943	EGF EGFR PLCG1 PLCG2
pEE1E3_PLCg_PIP2	Cytoplasm	1.07E-17	ENSG00000138798 ENSG00000146648 ENSG00000065361 ENSG00000124181 ENSG00000197943	EGF EGFR ERBB3 PLCG1 PLCG2
pEE1HE3_PLCg_PIP2	Cytoplasm	5.58E-33	ENSG00000138798 ENSG00000146648 ENSG00000157168 ENSG00000065361 ENSG00000124181 ENSG00000197943	EGF EGFR NRG1 ERBB3 PLCG1 PLCG2
pEE1E4_PLCg_PIP2	Cytoplasm	5.60E-28	ENSG00000138798 ENSG00000146648 ENSG00000178568 ENSG00000124181 ENSG00000197943	EGF EGFR ERBB4 PLCG1 PLCG2
pEE1HE4_PLCg_PIP2	Cytoplasm	1.18E-43	ENSG00000138798 ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	EGF EGFR NRG1 ERBB4 PLCG1 PLCG2
pE2HE3_PLCg_PIP2	Cytoplasm	6.38E-17	ENSG00000141736 ENSG00000157168 ENSG00000065361 ENSG00000124181 ENSG00000197943	ERBB2 NRG1 ERBB3 PLCG1 PLCG2
pHE3Ev3_PLCg_PIP2	Cytoplasm	8.51E-28	ENSG00000157168 ENSG00000065361 ENSG00000124181 ENSG00000197943	NRG1 ERBB3 PLCG1 PLCG2
pE1HE3_PLCg_PIP2	Cytoplasm	7.40E-16	ENSG00000146648 ENSG00000157168 ENSG00000065361 ENSG00000124181 ENSG00000197943	EGFR NRG1 ERBB3 PLCG1 PLCG2
pHE3E4_PLCg_PIP2	Cytoplasm	4.43E-28	ENSG00000157168 ENSG00000065361 ENSG00000178568 ENSG00000124181 ENSG00000197943	NRG1 ERBB3 ERBB4 PLCG1 PLCG2
pHE3HE4_PLCg_PIP2	Cytoplasm	2.09E-43	ENSG00000157168 ENSG00000065361 ENSG00000178568 ENSG00000124181 ENSG00000197943	NRG1 ERBB3 ERBB4 PLCG1 PLCG2
pE2HE4_PLCg_PIP2	Cytoplasm	7.61E-29	ENSG00000141736 ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	ERBB2 NRG1 ERBB4 PLCG1 PLCG2
pHE4Ev3_PLCg_PIP2	Cytoplasm	9.60E-40	ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	NRG1 ERBB4 PLCG1 PLCG2
pE1HE4_PLCg_PIP2	Cytoplasm	8.78E-28	ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	EGFR NRG1 ERBB4 PLCG1 PLCG2
pE3HE4_PLCg_PIP2	Cytoplasm	2.09E-28	ENSG00000065361 ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	ERBB3 NRG1 ERBB4 PLCG1 PLCG2
pHE4E4_PLCg_PIP2	Cytoplasm	1.36E-40	ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	NRG1 ERBB4 PLCG1 PLCG2
pHE4HE4_PLCg_PIP2	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000178568 ENSG00000124181 ENSG00000197943	NRG1 ERBB4 PLCG1 PLCG2
pHGF_Met_Met_PLCg_PIP2	Cytoplasm	8.88E-14	ENSG00000019991 ENSG00000105976 ENSG00000124181 ENSG00000197943	HGF MET PLCG1 PLCG2
pHGF_Met_HGF_Met_PLCg_PIP2	Cytoplasm	1.55E-27	ENSG00000019991 ENSG00000105976 ENSG00000124181 ENSG00000197943	HGF MET PLCG1 PLCG2
pPPrPPr_PLCg_PIP2	Cytoplasm	3.92E-31	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000124181 ENSG00000197943	PDGFB PDGFRA PDGFRB PLCG1 PLCG2
pPPrPr_PLCg_PIP2	Cytoplasm	8.95E-25	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000124181 ENSG00000197943	PDGFB PDGFRA PDGFRB PLCG1 PLCG2
pFFrFFr_PLCg_PIP2	Cytoplasm	1.45E-30	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000124181 ENSG00000197943	FGF1 FGF2 FGFR1 FGFR2 PLCG1 PLCG2
pFFrFr_PLCg_PIP2	Cytoplasm	1.17E-16	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000124181 ENSG00000197943	FGF1 FGF2 FGFR1 FGFR2 PLCG1 PLCG2
pIIrIr_IRS_PLCg_PIP2	Cytoplasm	2.22E-20	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000124181 ENSG00000197943	IGF1 IGF2 IGF1R PLCG1 PLCG2
pINS_Isr_Isr_IRS_PLCg_PIP2	Cytoplasm	6.84E-18	ENSG00000254647 ENSG00000171105 ENSG00000124181 ENSG00000197943	INS INSR PLCG1 PLCG2
pIIrIrI_IRS_PLCg_PIP2	Cytoplasm	3.48E-39	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000124181 ENSG00000197943	IGF1 IGF2 IGF1R PLCG1 PLCG2
pINS_Isr_Isr_INS_IRS_PLCg_PIP2	Cytoplasm	1.07E-28	ENSG00000254647 ENSG00000171105 ENSG00000124181 ENSG00000197943	INS INSR PLCG1 PLCG2
pEE1E2_PI3K1_PIP2	Cytoplasm	2.26E-16	ENSG00000138798 ENSG00000146648 ENSG00000141736 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR ERBB2 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1Ev3_PI3K1_PIP2	Cytoplasm	2.94E-27	ENSG00000138798 ENSG00000146648 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1E1_PI3K1_PIP2	Cytoplasm	2.81E-16	ENSG00000138798 ENSG00000146648 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1EE1_PI3K1_PIP2	Cytoplasm	0.00E+00	ENSG00000138798 ENSG00000146648 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1E3_PI3K1_PIP2	Cytoplasm	2.57E-16	ENSG00000138798 ENSG00000146648 ENSG00000065361 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR ERBB3 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1HE3_PI3K1_PIP2	Cytoplasm	1.34E-31	ENSG00000138798 ENSG00000146648 ENSG00000157168 ENSG00000065361 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR NRG1 ERBB3 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1E4_PI3K1_PIP2	Cytoplasm	6.01E-27	ENSG00000138798 ENSG00000146648 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1HE4_PI3K1_PIP2	Cytoplasm	1.03E-42	ENSG00000138798 ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGF EGFR NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pE2HE3_PI3K1_PIP2	Cytoplasm	1.84E-15	ENSG00000141736 ENSG00000157168 ENSG00000065361 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	ERBB2 NRG1 ERBB3 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHE3Ev3_PI3K1_PIP2	Cytoplasm	2.04E-26	ENSG00000157168 ENSG00000065361 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	NRG1 ERBB3 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pE1HE3_PI3K1_PIP2	Cytoplasm	1.77E-14	ENSG00000146648 ENSG00000157168 ENSG00000065361 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGFR NRG1 ERBB3 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHE3E4_PI3K1_PIP2	Cytoplasm	2.16E-26	ENSG00000157168 ENSG00000065361 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	NRG1 ERBB3 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHE3HE4_PI3K1_PIP2	Cytoplasm	7.95E-42	ENSG00000157168 ENSG00000065361 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	NRG1 ERBB3 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pE2HE4_PI3K1_PIP2	Cytoplasm	1.17E-27	ENSG00000141736 ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	ERBB2 NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHE4Ev3_PI3K1_PIP2	Cytoplasm	9.20E-39	ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pE1HE4_PI3K1_PIP2	Cytoplasm	8.04E-27	ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	EGFR NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pE3HE4_PI3K1_PIP2	Cytoplasm	9.09E-27	ENSG00000065361 ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	ERBB3 NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHE4E4_PI3K1_PIP2	Cytoplasm	2.93E-39	ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHE4HE4_PI3K1_PIP2	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000178568 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	NRG1 ERBB4 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHGF_Met_Met_PI3K1_PIP2	Cytoplasm	9.58E-13	ENSG00000019991 ENSG00000105976 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	HGF MET PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pHGF_Met_HGF_Met_PI3K1_PIP2	Cytoplasm	1.67E-26	ENSG00000019991 ENSG00000105976 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	HGF MET PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pPPrPPr_PI3K1_PIP2	Cytoplasm	2.83E-30	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	PDGFB PDGFRA PDGFRB PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pPPrPr_PI3K1_PIP2	Cytoplasm	7.89E-24	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	PDGFB PDGFRA PDGFRB PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pFFrFFr_PI3K1_PIP2	Cytoplasm	3.39E-29	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	FGF1 FGF2 FGFR1 FGFR2 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pFFrFr_PI3K1_PIP2	Cytoplasm	2.24E-15	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	FGF1 FGF2 FGFR1 FGFR2 PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pIIrIr_IRS_PI3K1_PIP2	Cytoplasm	1.11E-18	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	IGF1 IGF2 IGF1R PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pINS_Isr_Isr_IRS_PI3K1_PIP2	Cytoplasm	2.03E-16	ENSG00000254647 ENSG00000171105 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	INS INSR PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pIIrIrI_IRS_PI3K1_PIP2	Cytoplasm	1.78E-37	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	IGF1 IGF2 IGF1R PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pINS_Isr_Isr_INS_IRS_PI3K1_PIP2	Cytoplasm	3.20E-27	ENSG00000254647 ENSG00000171105 ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	INS INSR PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
pEE1E2_PI3K2_PIP	Cytoplasm	1.40E-44	ENSG00000138798 ENSG00000146648 ENSG00000141736 ENSG00000011405	EGF EGFR ERBB2 PIK3C2A
pEE1Ev3_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000138798 ENSG00000146648 ENSG00000011405	EGF EGFR PIK3C2A
pEE1E1_PI3K2_PIP	Cytoplasm	1.75E-44	ENSG00000138798 ENSG00000146648 ENSG00000011405	EGF EGFR PIK3C2A
pEE1EE1_PI3K2_PIP	Cytoplasm	4.55E-55	ENSG00000138798 ENSG00000146648 ENSG00000011405	EGF EGFR PIK3C2A
pEE1E3_PI3K2_PIP	Cytoplasm	1.60E-44	ENSG00000138798 ENSG00000146648 ENSG00000065361 ENSG00000011405	EGF EGFR ERBB3 PIK3C2A
pEE1HE3_PI3K2_PIP	Cytoplasm	8.25E-60	ENSG00000138798 ENSG00000146648 ENSG00000157168 ENSG00000065361 ENSG00000011405	EGF EGFR NRG1 ERBB3 PIK3C2A
pEE1E4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000138798 ENSG00000146648 ENSG00000178568 ENSG00000011405	EGF EGFR ERBB4 PIK3C2A
pEE1HE4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000138798 ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000011405	EGF EGFR NRG1 ERBB4 PIK3C2A
pE2HE3_PI3K2_PIP	Cytoplasm	4.40E-32	ENSG00000141736 ENSG00000157168 ENSG00000065361 ENSG00000011405	ERBB2 NRG1 ERBB3 PIK3C2A
pHE3Ev3_PI3K2_PIP	Cytoplasm	1.62E-54	ENSG00000157168 ENSG00000065361 ENSG00000011405	NRG1 ERBB3 PIK3C2A
pE1HE3_PI3K2_PIP	Cytoplasm	1.41E-42	ENSG00000146648 ENSG00000157168 ENSG00000065361 ENSG00000011405	EGFR NRG1 ERBB3 PIK3C2A
pHE3E4_PI3K2_PIP	Cytoplasm	6.86E-54	ENSG00000157168 ENSG00000065361 ENSG00000178568 ENSG00000011405	NRG1 ERBB3 ERBB4 PIK3C2A
pHE3HE4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000065361 ENSG00000178568 ENSG00000011405	NRG1 ERBB3 ERBB4 PIK3C2A
pE2HE4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000141736 ENSG00000157168 ENSG00000178568 ENSG00000011405	ERBB2 NRG1 ERBB4 PIK3C2A
pHE4Ev3_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000178568 ENSG00000011405	NRG1 ERBB4 PIK3C2A
pE1HE4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000146648 ENSG00000157168 ENSG00000178568 ENSG00000011405	EGFR NRG1 ERBB4 PIK3C2A
pE3HE4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000065361 ENSG00000157168 ENSG00000178568 ENSG00000011405	ERBB3 NRG1 ERBB4 PIK3C2A
pHE4E4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000178568 ENSG00000011405	NRG1 ERBB4 PIK3C2A
pHE4HE4_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000157168 ENSG00000178568 ENSG00000011405	NRG1 ERBB4 PIK3C2A
pHGF_Met_Met_PI3K2_PIP	Cytoplasm	6.83E-41	ENSG00000019991 ENSG00000105976 ENSG00000011405	HGF MET PIK3C2A
pHGF_Met_HGF_Met_PI3K2_PIP	Cytoplasm	7.59E-54	ENSG00000019991 ENSG00000105976 ENSG00000011405	HGF MET PIK3C2A
pPPrPPr_PI3K2_PIP	Cytoplasm	9.14E-57	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000011405	PDGFB PDGFRA PDGFRB PIK3C2A
pPPrPr_PI3K2_PIP	Cytoplasm	9.38E-51	ENSG00000100311 ENSG00000134853 ENSG00000113721 ENSG00000011405	PDGFB PDGFRA PDGFRB PIK3C2A
pFFrFFr_PI3K2_PIP	Cytoplasm	1.12E-54	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000011405	FGF1 FGF2 FGFR1 FGFR2 PIK3C2A
pFFrFr_PI3K2_PIP	Cytoplasm	2.48E-42	ENSG00000113578 ENSG00000138685 ENSG00000077782 ENSG00000066468 ENSG00000011405	FGF1 FGF2 FGFR1 FGFR2 PIK3C2A
pIIrIr_IRS_PI3K2_PIP	Cytoplasm	2.34E-32	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000011405	IGF1 IGF2 IGF1R PIK3C2A
pINS_Isr_Isr_IRS_PI3K2_PIP	Cytoplasm	5.61E-31	ENSG00000254647 ENSG00000171105 ENSG00000011405	INS INSR PIK3C2A
pIIrIrI_IRS_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000017427 ENSG00000167244 ENSG00000140443 ENSG00000011405	IGF1 IGF2 IGF1R PIK3C2A
pINS_Isr_Isr_INS_IRS_PI3K2_PIP	Cytoplasm	0.00E+00	ENSG00000254647 ENSG00000171105 ENSG00000011405	INS INSR PIK3C2A
IRS	Cytoplasm	9.35E-01	ENSG00000169047 ENSG00000185950	IRS1 IRS2
Sp	Cytoplasm	1.81E-02	ENSG00000136158	SPRY2
Cbl	Cytoplasm	5.30E+00	ENSG00000110395	CBL
G2	Cytoplasm	6.08E+01	ENSG00000177885	GRB2
G2_SOS	Cytoplasm	2.78E-01	ENSG00000177885 ENSG00000115904	GRB2 SOS1
G2_pSOS	Cytoplasm	2.80E-01	ENSG00000177885 ENSG00000115904	GRB2 SOS1
PLCg	Cytoplasm	2.21E+00	ENSG00000124181 ENSG00000197943	PLCG1 PLCG2
PI3KC1	Cytoplasm	2.37E-02	ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608	PIK3CA PIK3CB PIK3CG PIK3CD
PI3KR1	Cytoplasm	8.96E+00	ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	PIK3R1 PIK3R2 PIK3R3 PIK3R4
PI3K1	Cytoplasm	2.01E+00	ENSG00000121879 ENSG00000051382 ENSG00000105851 ENSG00000171608 ENSG00000145675 ENSG00000105647 ENSG00000117461 ENSG00000196455	PIK3CA PIK3CB PIK3CG PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4
